Employee ID,Period_Start,Period_End,Phase_Lifting,Phase_Moving,Phase_Placing,Velocity_avg,Velocity_abs,Fatigue or not
1,211,220,0,1,0,1571.41101,1571.41101,0
2,211,220,0,1,0,-1962.5094,1962.5094,0
1,212,221,0,1,0,1581.7296,1581.7296,0
2,212,221,0,1,0,-1976.58666,1976.58666,0
1,213,222,0,1,0,1610.9283,1610.9283,0
2,213,222,0,1,0,-1976.8182,1976.8182,0
1,214,223,0,1,0,1627.55214,1627.55214,0
2,214,223,0,1,0,-1991.4426,1991.4426,0
1,215,224,0,1,0,1635.225,1635.225,0
2,215,224,0,1,0,-2006.6829,2006.6829,0
1,216,225,0,1,0,1626.65172,1626.65172,0
2,216,225,0,1,0,-2002.66905,2002.66905,0
1,217,226,0,1,0,1622.4882,1622.4882,0
2,217,226,0,1,0,-2004.2313,2004.2313,0
1,218,227,0,1,0,-161.9559,161.9559,0
2,218,227,0,1,0,-196.07691,196.07691,0
1,219,228,0,1,0,-168.7464,168.7464,0
2,219,228,0,1,0,-185.81298,185.81298,0
1,220,229,0,1,0,-174.1743,174.1743,0
2,220,229,0,1,0,-178.638,178.638,0
1,221,230,0,1,0,-170.4303,170.4303,0
2,221,230,0,1,0,-191.91402,191.91402,0
1,222,231,0,1,0,-170.1741,170.1741,0
2,222,231,0,1,0,-195.54441,195.54441,0
1,223,232,0,1,0,-166.8474,166.8474,0
2,223,232,0,1,0,-189.1638,189.1638,0
1,224,233,0,1,0,-178.6539,178.6539,0
2,224,233,0,1,0,-187.9101,187.9101,0
1,225,234,0,1,0,-176.5866,176.5866,0
2,225,234,0,1,0,-195.66585,195.66585,0
1,226,235,0,1,0,-189.5922,189.5922,0
2,226,235,0,1,0,-202.7763,202.7763,0
1,227,236,0,1,0,-186.8385,186.8385,0
2,227,236,0,1,0,-218.70819,218.70819,0
1,228,237,0,1,0,-181.6803,181.6803,0
2,228,237,0,1,0,-221.9073,221.9073,0
1,229,238,0,1,0,-186.36,186.36,0
2,229,238,0,1,0,-217.92009,217.92009,0
1,230,239,0,1,0,-176.052,176.052,0
2,230,239,0,1,0,-200.21955,200.21955,0
1,231,240,0,1,0,-163.6761,163.6761,0
2,231,240,0,1,0,-185.00844,185.00844,0
1,232,241,0,1,0,-195.3597,195.3597,0
2,232,241,0,1,0,-177.26868,177.26868,0
1,233,242,0,1,0,-203.1216,203.1216,0
2,233,242,0,1,0,-165.11448,165.11448,0
1,234,243,0,1,0,-190.8855,190.8855,0
2,234,243,0,1,0,-156.3531,156.3531,0
1,235,244,0,1,0,-201.5919,201.5919,0
2,235,244,0,1,0,-154.0938,154.0938,0
1,236,245,0,1,0,-199.2354,199.2354,0
2,236,245,0,1,0,-147.0099,147.0099,0
1,237,246,0,1,0,-211.1895,211.1895,0
2,237,246,0,1,0,-146.1924,146.1924,0
1,238,247,0,1,0,-207.8271,207.8271,0
2,238,247,0,1,0,-151.48401,151.48401,0
1,239,248,0,1,0,-225.2499,225.2499,0
2,239,248,0,1,0,-148.07427,148.07427,0
1,240,249,0,1,0,-262.1775,262.1775,0
2,240,249,0,1,0,-129.53925,129.53925,0
1,241,250,0,1,0,-221.4831,221.4831,0
2,241,250,0,1,0,-144.9,144.9,0
1,242,251,0,1,0,-206.6952,206.6952,0
2,242,251,0,1,0,-155.3019,155.3019,0
1,243,252,0,1,0,-232.3434,232.3434,0
2,243,252,0,1,0,-187.49628,187.49628,0
1,244,253,0,1,0,-227.0367,227.0367,0
