Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
2,56,1166.0,391.0,128.0,184.0,0.6956522,169.9,86.0,43.4,161.7,112.0,13.7,157.7,99.9,123.4,169.0,92.8,147.9,42.6,125.7,136.6,55.0,1
1,57,1019.5,468.0,237.0,218.0,1.0871559,178.8,137.9,79.8,136.5,135.0,30.5,65.4,166.3,40.8,61.4,13.5,58.5,58.1,104.5,125.4,72.0,1
1,58,1020.0,469.0,236.0,214.0,1.1028037,177.0,138.6,85.0,133.7,137.0,28.0,67.1,168.1,38.8,62.7,12.0,56.2,53.5,109.0,129.3,68.2,1
1,59,1022.5,469.0,229.0,216.0,1.0601852,179.0,134.3,79.9,131.3,136.8,30.1,65.2,170.9,42.2,61.1,8.7,61.6,54.3,106.7,128.7,70.2,1
2,59,1164.0,387.0,136.0,190.0,0.7157895,148.0,94.5,38.6,156.1,103.7,0.4,144.0,107.8,128.7,174.2,109.5,174.0,55.9,104.1,123.5,76.5,1
1,60,1021.5,470.0,233.0,212.0,1.0990566,178.1,135.6,80.2,130.8,139.0,33.7,67.6,170.8,43.8,62.9,9.3,62.9,55.4,105.3,127.0,72.2,1
2,60,1165.0,386.0,134.0,190.0,0.70526314,167.9,91.8,40.7,156.1,106.2,11.6,156.7,99.7,131.8,177.0,97.4,160.0,51.1,117.9,128.5,62.6,1
1,61,1020.0,471.5,232.0,209.0,1.1100478,178.1,135.3,79.8,130.0,138.7,33.7,67.8,172.1,45.1,62.8,7.8,64.8,55.5,104.9,127.0,72.6,1
2,61,1164.0,386.5,136.0,189.0,0.7195767,167.9,91.4,48.2,162.1,109.9,17.9,150.4,105.3,118.9,163.7,88.5,141.7,43.2,127.8,135.8,53.2,1
1,62,1015.5,471.0,229.0,208.0,1.1009616,174.4,136.0,79.0,135.3,137.6,34.6,65.2,172.9,48.1,62.1,7.1,68.1,57.0,103.0,124.9,75.1,1
2,62,1164.5,385.0,137.0,194.0,0.7061856,177.2,84.3,43.1,164.6,109.2,21.8,152.9,103.5,119.0,163.8,89.2,139.3,41.2,131.0,137.6,50.1,1
1,63,1019.0,465.0,226.0,220.0,1.0272727,175.0,135.8,77.0,136.5,132.3,29.3,65.6,171.8,48.5,62.9,8.4,66.7,58.8,103.0,123.3,75.0,1
2,63,1164.5,384.5,141.0,197.0,0.71573603,170.0,87.5,43.2,158.2,105.5,18.9,158.8,97.1,128.0,174.8,99.3,155.7,44.3,124.4,134.9,56.4,1
1,64,1017.5,461.0,233.0,226.0,1.0309734,175.2,131.7,70.9,137.2,133.2,31.3,50.0,158.3,36.4,46.0,23.7,51.8,60.8,101.9,121.9,75.5,1
2,64,1165.0,383.0,142.0,202.0,0.7029703,179.0,80.6,43.9,164.0,108.1,27.5,166.1,98.7,119.9,173.2,90.1,136.5,36.6,135.6,141.4,46.3,1
1,65,1020.0,457.5,220.0,233.0,0.944206,179.8,130.3,68.3,134.4,129.0,26.9,55.0,159.9,38.4,47.1,22.8,51.6,62.0,102.1,121.4,74.4,1
2,65,1166.0,381.5,140.0,201.0,0.6965174,177.0,79.5,45.3,163.5,110.5,28.8,155.0,104.0,112.0,162.1,87.9,130.3,34.2,139.3,144.1,42.4,1
1,66,1019.0,455.5,216.0,237.0,0.9113924,178.3,129.5,67.4,132.5,124.3,21.9,57.5,161.6,40.2,48.3,20.8,53.2,62.1,102.4,121.4,74.1,1
2,66,1163.5,375.0,145.0,210.0,0.6904762,156.4,96.9,49.9,155.1,102.9,10.2,138.8,111.7,116.3,165.5,94.8,162.6,47.0,113.1,132.1,67.8,1
1,67,1022.5,456.0,213.0,238.0,0.89495796,176.8,128.8,67.4,130.9,120.2,16.8,63.7,165.3,43.0,55.1,15.9,57.0,61.4,103.4,122.4,72.8,1
2,67,1167.0,372.5,144.0,215.0,0.66976744,157.4,94.5,44.6,149.1,102.7,9.7,145.2,102.6,127.8,168.6,97.2,165.3,49.9,112.4,129.6,68.1,1
