Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
1,25,1343.5,415.5,195.0,319.0,0.61128527,147.2,64.5,43.6,173.8,132.1,68.4,125.4,18.9,87.1,126.0,160.0,80.0,108.1,63.7,68.2,120.0,0
2,25,1116.5,406.5,177.0,187.0,0.9465241,159.7,91.7,71.8,178.8,88.3,75.9,153.7,59.4,69.6,148.3,119.2,66.9,163.5,12.4,10.1,173.9,0
1,26,1343.0,417.5,196.0,315.0,0.62222224,150.9,57.1,51.5,171.5,134.0,70.2,124.5,16.3,83.7,125.8,162.7,77.1,108.6,63.8,67.4,120.1,0
2,26,1115.5,407.5,179.0,185.0,0.96756756,158.8,90.4,70.8,177.9,89.8,75.6,151.1,56.7,68.5,145.9,122.2,65.0,161.3,14.3,11.7,172.7,0
1,27,1343.5,418.0,197.0,312.0,0.63141024,149.5,58.9,52.6,170.4,132.0,71.3,124.0,16.6,81.3,125.2,162.1,74.7,111.5,60.7,64.7,123.2,0
2,27,1118.0,407.5,180.0,185.0,0.972973,159.4,93.9,68.9,174.9,88.0,74.9,151.1,56.6,67.1,145.6,122.2,64.2,162.8,13.1,10.6,173.6,0
1,28,1343.0,418.5,198.0,309.0,0.6407767,151.6,55.0,55.6,169.2,133.5,71.4,122.3,13.3,79.3,123.6,165.9,72.9,110.6,62.1,66.1,121.3,0
2,28,1119.0,408.5,178.0,183.0,0.9726776,158.8,96.8,65.6,175.2,87.1,74.0,150.2,56.1,66.8,144.8,122.0,64.2,162.4,13.1,10.7,173.8,0
1,29,1343.0,418.5,198.0,307.0,0.64495116,151.7,55.1,56.6,168.7,133.0,72.3,121.9,13.0,77.9,123.3,165.8,71.4,111.7,60.7,64.9,122.8,0
2,29,1119.5,408.5,179.0,183.0,0.9781421,158.1,95.9,64.9,172.4,86.9,72.2,150.6,55.2,67.3,145.1,122.8,64.6,160.8,14.6,12.0,172.6,0
1,30,1343.0,419.0,198.0,306.0,0.64705884,151.9,53.1,59.1,166.6,133.1,72.6,121.4,11.4,75.9,122.9,167.4,69.8,112.3,60.5,64.5,122.7,0
2,30,1120.0,408.5,178.0,183.0,0.9726776,156.3,96.6,63.1,175.3,87.5,72.6,151.9,56.7,69.5,146.3,121.2,66.2,159.7,14.9,12.8,172.6,0
1,31,1122.5,408.5,177.0,181.0,0.97790056,155.2,98.1,62.1,178.4,89.2,74.6,149.5,57.0,69.7,144.0,121.3,66.3,160.2,14.7,12.7,172.4,0
2,31,1342.0,419.0,200.0,306.0,0.6535948,156.2,43.0,65.0,163.1,138.6,73.3,120.9,5.1,74.8,123.1,173.4,69.5,108.0,65.3,69.6,117.0,0
1,32,1341.5,420.0,199.0,304.0,0.65460527,154.9,46.8,63.3,164.1,136.3,73.3,120.7,7.8,74.9,123.0,170.7,69.4,110.1,63.0,67.1,119.9,0
2,32,1122.0,408.0,176.0,182.0,0.96703297,155.2,96.2,64.9,178.6,89.5,75.3,149.4,56.3,68.1,144.2,121.4,65.7,161.1,14.2,11.8,172.9,0
1,33,1122.0,408.5,178.0,181.0,0.98342544,155.6,95.6,68.6,176.7,88.8,76.9,149.5,56.4,65.3,144.9,121.2,63.8,164.1,11.9,8.9,175.1,0
2,33,1340.5,419.0,201.0,302.0,0.6655629,152.8,51.3,62.2,165.3,134.0,74.9,118.7,10.0,73.2,120.7,168.3,67.6,113.6,59.1,63.3,124.1,0
1,34,1122.5,410.5,179.0,181.0,0.98895025,148.9,100.8,60.8,168.2,97.3,83.1,143.1,56.0,66.9,133.8,128.3,58.5,161.6,14.2,11.0,173.2,0
2,34,1340.5,419.5,201.0,303.0,0.6633663,153.2,50.4,63.3,164.4,133.6,74.2,117.4,8.7,72.1,119.5,169.7,66.6,113.7,59.4,63.3,123.6,0
1,35,1122.0,411.0,178.0,182.0,0.978022,148.8,97.6,62.5,170.4,98.8,83.0,144.7,54.7,67.0,135.9,129.3,58.9,160.1,15.8,12.3,171.8,0
2,35,1340.5,420.5,201.0,301.0,0.6677741,151.3,53.1,61.6,164.3,132.3,74.0,116.1,8.7,71.0,118.2,169.8,65.5,114.7,58.3,62.3,124.8,0
1,36,1121.0,409.5,176.0,181.0,0.9723757,154.5,96.2,65.8,177.4,89.0,75.6,154.9,58.1,69.4,150.2,119.8,67.0,162.0,13.4,11.3,173.2,0
2,36,1341.0,421.5,202.0,301.0,0.6710963,152.5,50.7,63.4,163.3,132.9,73.7,115.3,7.3,70.4,117.6,171.2,65.3,114.1,59.2,63.1,123.6,0
1,37,1122.0,411.0,178.0,184.0,0.9673913,148.6,97.6,62.0,168.6,97.5,81.5,146.0,55.4,68.1,137.0,128.4,60.0,159.5,16.0,12.8,171.6,0
