Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
2,52,1509.5,546.5,225.0,437.0,0.51487416,131.7,107.0,8.6,171.5,110.4,42.0,179.8,94.1,169.8,160.6,112.5,130.0,98.3,68.4,75.8,117.5,0
1,53,1783.0,609.0,274.0,670.0,0.40895522,129.7,81.0,7.0,148.4,114.8,39.4,147.9,45.3,139.8,132.3,142.7,115.2,88.0,75.4,94.5,102.1,0
2,53,1510.5,543.0,227.0,446.0,0.5089686,135.2,106.2,9.7,169.8,111.4,40.1,179.0,93.6,170.9,162.3,110.4,134.8,96.5,71.4,77.3,114.8,0
1,54,1780.0,607.0,280.0,678.0,0.41297936,132.2,76.4,11.8,148.4,114.9,39.4,148.1,48.3,141.3,131.8,141.5,115.4,88.3,75.6,93.0,103.2,0
2,54,1510.0,541.5,222.0,449.0,0.49443206,147.7,108.2,10.6,167.1,98.1,28.7,177.0,100.3,179.2,162.7,102.2,143.7,97.6,69.4,78.9,114.1,0
1,55,1781.5,604.5,277.0,687.0,0.40320233,129.4,79.8,7.2,149.1,116.3,38.7,148.0,50.3,143.5,133.0,139.5,118.2,87.0,77.6,93.2,102.2,0
2,55,1510.0,538.5,222.0,455.0,0.4879121,145.0,108.8,13.4,167.1,97.5,26.2,178.6,101.6,177.3,161.0,101.6,146.2,95.5,71.3,81.1,112.2,0
1,56,1780.0,601.0,280.0,692.0,0.40462428,127.5,77.6,8.9,148.1,116.7,38.7,149.2,50.9,144.3,133.6,139.2,118.7,86.4,78.1,93.4,102.1,0
2,56,1507.5,535.0,219.0,470.0,0.46595743,143.4,104.2,11.8,172.4,107.4,32.0,175.4,99.0,178.2,165.5,104.0,146.5,92.4,75.4,82.8,109.5,0
1,57,1780.0,599.0,280.0,696.0,0.40229884,126.5,75.6,12.1,144.9,113.6,35.4,150.3,55.0,145.9,133.4,136.5,120.3,87.7,78.1,90.9,103.3,0
2,57,1508.0,533.0,216.0,474.0,0.4556962,143.1,105.8,14.0,169.5,105.6,28.6,174.4,102.7,173.2,165.7,101.8,151.2,91.8,77.0,84.2,107.0,0
1,58,1775.5,596.0,289.0,700.0,0.41285715,122.2,78.5,7.0,145.6,115.2,34.3,148.8,56.4,148.5,132.4,136.1,122.4,85.5,80.9,92.1,101.5,0
2,58,1509.0,531.5,218.0,481.0,0.45322245,146.5,104.2,13.7,176.3,107.9,29.8,177.2,99.9,174.9,163.4,103.5,150.3,90.5,78.1,85.2,106.2,0
1,59,1777.0,599.5,286.0,715.0,0.4,120.1,82.3,1.5,146.1,117.0,33.4,152.7,62.4,154.4,137.3,130.5,128.9,83.7,83.6,92.0,100.6,0
2,59,1508.5,530.0,217.0,484.0,0.44834712,146.8,106.7,16.1,179.0,107.2,29.0,176.6,101.2,172.8,165.5,100.9,153.8,90.5,78.2,85.9,105.3,0
